EREĞLİ TEKSTİL TURİZM SANAYİ VE TİCARET A.Ş.,"['ERGLI', 'EREĞLİ TEKSTİL']"
ERSAN ALIŞVERİŞ HİZMETLERİ VE GIDA SANAYİ TİCARET A.Ş.,"['KIMMR', 'ERSAN ALIŞVERİŞ HİZMETLERİ', 'KİM MARKET']"
ERSU MEYVE VE GIDA SANAYİ A.Ş.,"['ERSU', 'ERSU MEYVE SULARI']"
ESCAR FİLO KİRALAMA HİZMETLERİ A.Ş.,"['ESCAR', 'ESCAR FİLO KİRALAMA']"
ESCORT TEKNOLOJİ YATIRIM A.Ş.,"['ESCOM', 'ESCORT TEKNOLOJİ']"
ESENBOĞA ELEKTRİK ÜRETİM A.Ş.,"['ESEN', 'ESENBOĞA ELEKTRİK']"
ETİLER GIDA VE TİCARİ YATIRIMLAR SANAYİ VE TİCARET A.Ş.,"['ETILR', 'ETİLER GIDA']"
EURO KAPİTAL YATIRIM ORTAKLIĞI A.Ş.,"['EUKYO', 'EURO KAPİTAL']"
EURO MENKUL KIYMET YATIRIM ORTAKLIĞI A.Ş.,"['EUYO', 'EURO MENKUL KIYMET']"
EURO TREND YATIRIM ORTAKLIĞI A.Ş.,"['ETYAT', 'EURO TREND']"
EURO YATIRIM HOLDİNG A.Ş.,"['EUHOL', 'EURO YATIRIM HOLDİNG']"
EUROPAP TEZOL KAĞIT SANAYİ VE TİCARET A.Ş.,"['TEZOL', 'EUROPAP TEZOL']"
EUROPEN ENDÜSTRİ İNŞAAT SANAYİ VE TİCARET A.Ş.,"['EUREN', 'EUROPEN']"
EUROPOWER ENERJİ VE OTOMASYON TEKNOLOJİLERİ SANAYİ TİCARET A.Ş.,"['EUPWR', 'EUROPOWER']"
EYG GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,"['EYGYO', 'EYG GAYRİMENKUL']"
FADE GIDA YATIRIM SANAYİ TİCARET A.Ş.,"['FADE', 'FADE GIDA']"
FASDAT GIDA DAĞITIM SANAYİ VE TİCARET A.Ş.,"['FSDAT', 'FASDAT GIDA']"
FEDERAL-MOGUL İZMİT PİSTON VE PİM ÜRETİM TESİSLERİ A.Ş.,"['FMIZP', 'FEDERAL MOGUL']"
FENERBAHÇE FUTBOL A.Ş.,"['FENER', 'FENERBAHÇE FUTBOL', 'FENERBAHÇE','FB']"
FİBA FAKTORİNG A.Ş.,"['FIBAF', 'FİBA FAKTORİNG']"
FİBABANKA A.Ş.,"['FB', 'FBBNK', 'FİBABANKA']"
FLAP KONGRE TOPLANTI HİZMETLERİ OTOMOTİV VE TURİZM A.Ş.,"['FLAP', 'FLAP KONGRE TOPLANTI HİZMETLERİ']"
FONET BİLGİ TEKNOLOJİLERİ A.Ş.,"['FONET', 'FONET BİLGİ TEKNOLOJİLERİ']"
FORD OTOMOTİV SANAYİ A.Ş.,"['FROTO', 'FORD']"
FORMET METAL VE CAM SANAYİ A.Ş.,"['FORMT', 'FORMET ÇELİK KAPI', 'FORMET']"
FORTE BİLGİ İLETİŞİM TEKNOLOJİLERİ VE SAVUNMA SANAYİ A.Ş.,"['FORTE', 'FORTE BİLGİ İLETİŞİM TEKNOLOJİLERİ VE SAVUNMA SANAYİ']"
FRİGO-PAK GIDA MADDELERİ SANAYİ VE TİCARET A.Ş.,"['FRIGO', 'FRİGO-PAK GIDA']"
FUZUL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,"['FZLGY', 'FUZUL GAYRİMENKUL']"
GALATA WIND ENERJİ A.Ş.,"['GWIND', 'GALATA WIND ENERJİ']"
GALATASARAY SPORTİF SINAİ VE TİCARİ YATIRIMLAR A.Ş.,"['GSRAY', 'GALATASARAY SPORTİF SINAİ VE TİCARİ YATIRIMLAR','GS','CİMBOM','GALATASARAY']"
GAP İNŞAAT YATIRIM VE DIŞ TİCARET A.Ş.,"['GAPIN', 'GAP İNŞAAT']"
GARANTİ FAKTORİNG A.Ş.,"['GARFA', 'GARANTİ FAKTORİNG']"
GARANTİ FİLO YÖNETİM HİZMETLERİ A.Ş.,"['GARFL', 'GARANTİ FİLO YÖNETİM']"
GARANTİ YATIRIM ORTAKLIĞI A.Ş.,"['GRNYO', 'GARANTİ YATIRIM ORTAKLIĞI']"
GEDİK YATIRIM MENKUL DEĞERLER A.Ş.,"['GEDIK', 'GEDİK YATIRIM MENKUL DEĞERLER']"
GEDİZ AMBALAJ SANAYİ VE TİCARET A.Ş.,"['GEDZA', 'GEDİZ AMBALAJ']"
GELECEK VARLIK YÖNETİMİ A.Ş.,"['GLCVY', 'GELECEK VARLIK YÖNETİMİ']"
GEN İLAÇ VE SAĞLIK ÜRÜNLERİ SANAYİ VE TİCARET A.Ş.,"['GENIL', 'GEN İLAÇ']"
GENTAŞ DEKORATİF YÜZEYLER SANAYİ VE TİCARET A.Ş.,"['GENTS', 'GENTAŞ']"
GERSAN ELEKTRİK TİCARET VE SANAYİ A.Ş.,"['GEREL', 'GERSAN ELEKTRİK']"
GEZİNOMİ SEYAHAT TURİZM TİCARET A.Ş.,"['GZNMI', 'GEZİNOMİ SEYAHAT']"
GIPTA OFİS KIRTASİYE VE PROMOSYON ÜRÜNLERİ İMALAT SANAYİ A.Ş.,"['GIPTA', 'GIPTA OFİS KIRTASİYE']"
GİMAT MAĞAZACILIK SANAYİ VE TİCARET A.Ş.,"['GMTAS', 'GİMAT MAĞAZACILIK']"
GİRİŞİM ELEKTRİK SANAYİ TAAHHÜT VE TİCARET A.Ş.,"['GESAN', 'GİRİŞİM ELEKTRİK']"
GLOBAL MENKUL DEĞERLER A.Ş.,"['GL', 'GLBMD', 'GLOBAL MENKUL DEĞERLER']"
GLOBAL YATIRIM HOLDİNG A.Ş.,"['GLYHO', 'GLOBAL YATIRIM HOLDİNG']"
GOLDEN GLOBAL VARLIK KİRALAMA A.Ş.,"['GGBVK', 'GOLDEN GLOBAL VARLIK KİRALAMA']"
GOLDMAN SACHS INTERNATIONAL,"['GSIPD', 'GOLDMAN SACHS']"
GOODYEAR LASTİKLERİ T.A.Ş.,"['GOODY', 'GOODYEAR']"
GÖKNUR GIDA MADDELERİ ENERJİ İMALAT İTHALAT İHRACAT TİCARET VE SANAYİ A.Ş.,"['GOKNR', 'GÖKNUR GIDA']"
GÖLTAŞ GÖLLER BÖLGESİ ÇİMENTO SANAYİ VE TİCARET A.Ş.,"['GOLTS', 'GÖLTAŞ ÇİMENTO']"
GÖZDE GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,"['GOZDE', 'GÖZDE GİRİŞİM']"
GRAINTURK TARIM A.Ş.,"['GRTRK', 'GRAINTURK TARIM']"
GSD DENİZCİLİK GAYRİMENKUL İNŞAAT SANAYİ VE TİCARET A.Ş.,"['GSDDE', 'GSD DENİZCİLİK']"
GSD HOLDİNG A.Ş.,"['GSDHO', 'GSD HOLDİNG']"
GÜBRE FABRİKALARI T.A.Ş.,"['GUBRF', 'GÜBRE FABRİKALARI']"
GÜLER YATIRIM HOLDİNG A.Ş.,"['GLRYH', 'GÜLER YATIRIM HOLDİNG']"
GÜR-SEL TURİZM TAŞIMACILIK VE SERVİS TİCARET A.Ş.,"['GRSEL', 'GÜR-SEL TURİZM']"
HACI ÖMER SABANCI HOLDİNG A.Ş.,"['SAHOL', 'SABANCI HOLDİNG']"
HALK FİNANSAL KİRALAMA A.Ş.,"['HALKF', 'HALK FİNANSAL KİRALAMA']"
HALK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,"['HLGYO', 'HALK GAYRİMENKUL']"
HALK VARLIK KİRALAMA A.Ş.,"['HLVKS', 'HALK VARLIK KİRALAMA']"
HALK YATIRIM MENKUL DEĞERLER A.Ş.,"['HALK', 'HLY', 'HALK YATIRIM MENKUL DEĞERLER']"
HAREKET PROJE TAŞIMACILIĞI VE YÜK MÜHENDİSLİĞİ A.Ş.,"['HRKET', 'HAREKET PROJE TAŞIMACILIĞI']"
HAT-SAN GEMİ İNŞAA BAKIM ONARIM DENİZ NAKLİYAT SANAYİ VE TİCARET A.Ş.,"['HATSN', 'HAT-SAN GEMİ']"
HATEKS HATAY TEKSTİL İŞLETMELERİ A.Ş.,"['HATEK', 'HATEKS HATAY TEKSTİL']"
HEDEF ARAÇ KİRALAMA VE SERVİS A.Ş.,"['HDFFL', 'HEDEF ARAÇ KİRALAMA']"
HEDEF GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,"['HDFGS', 'HEDEF GİRİŞİM']"
HEDEF HOLDİNG A.Ş.,"['HEDEF', 'HEDEF HOLDİNG']"
HEKTAŞ TİCARET T.A.Ş.,"['HEKTS', 'HEKTAŞ']"
HİDROPAR HAREKET KONTROL TEKNOLOJİLERİ MERKEZİ SANAYİ VE TİCARET A.Ş.,"['HKTM', 'HİDROPAR']"
HİTİT BİLGİSAYAR HİZMETLERİ A.Ş.,"['HTTBT', 'HİTİT BİLGİSAYAR']"
HOROZ LOJİSTİK KARGO HİZMETLERİ VE TİCARET A.Ş.,"['HOROZ', 'HOROZ LOJİSTİK']"
HUB GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,"['HUBVC', 'HUB GİRİŞİM']"
HUN YENİLENEBİLİR ENERJİ ÜRETİM A.Ş.,"['HUNER', 'HUN YENİLENEBİLİR ENERJİ']"
HUZUR FAKTORİNG A.Ş.,"['HUZFA', 'HUZUR FAKTORİNG']"
HÜRRİYET GAZETECİLİK VE MATBAACILIK A.Ş.,"['HURGZ', 'HÜRRİYET']"
IC ENTERRA YENİLENEBİLİR ENERJİ A.Ş.,"['ENTRA', 'IC ENTERRA YENİLENEBİLİR ENERJİ', 'ENTERRA']"
ICBC TURKEY BANK A.Ş.,"['IC', 'ICBCT', 'ICBC TURKEY BANK', 'ICBC']"
ICU GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,"['ICUGS', 'ICU GİRİŞİM']"
INGRAM MİCRO BİLİŞİM SİSTEMLERİ A.Ş.,"['INGRM', 'INGRAM MİCRO BİLİŞİM SİSTEMLERİ']"
INVEO YATIRIM HOLDİNG A.Ş.,"['INVEO', 'INVEO YATIRIM HOLDİNG']"
INVEST AZ YATIRIM MENKUL DEĞERLER A.Ş.,"['IA', 'INVAZ', 'INVEST AZ YATIRIM MENKUL DEĞERLER']"
INVESTCO HOLDİNG A.Ş.,"['INVES', 'INVESTCO HOLDİNG']"
IŞIK PLASTİK SANAYİ VE DIŞ TİCARET PAZARLAMA A.Ş.,"['ISKPL', 'IŞIK PLASTİK']"
IŞIKLAR ENERJİ VE YAPI HOLDİNG A.Ş.,"['IEYHO', 'IŞIKLAR ENERJİ YAPI HOLDİNG', 'IŞIKLAR HOLDİNG']"
İDEALİST GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,"['IDGYO', 'İDEALİST GAYRİMENKUL']"
İHLAS EV ALETLERİ İMALAT SANAYİ VE TİCARET A.Ş.,"['IHEVA', 'İHLAS EV ALETLERİ', 'İHLAS']"
İHLAS GAYRİMENKUL PROJE GELİŞTİRME VE TİCARET A.Ş.,"['IHLGM', 'İHLAS GAYRİMENKUL']"
İHLAS GAZETECİLİK A.Ş.,"['IHGZT', 'İHLAS GAZETECİLİK']"
İHLAS HABER AJANSI A.Ş.,"['IHAAS', 'İHLAS HABER AJANSI']"
İHLAS HOLDİNG A.Ş.,"['IHLAS', 'İHLAS HOLDİNG']"
İHLAS YAYIN HOLDİNG A.Ş.,"['IHYAY', 'İHLAS YAYIN HOLDİNG']"
İMAŞ MAKİNA SANAYİ A.Ş.,"['IMASM', 'İMAŞ MAKİNA']"
İNDEKS BİLGİSAYAR SİSTEMLERİ MÜHENDİSLİK SANAYİ VE TİCARET A.Ş.,"['INDES', 'İNDEKS BİLGİSAYAR']"
İNFO YATIRIM MENKUL DEĞERLER A.Ş.,"['INF', 'IYF', 'İNFO YATIRIM MENKUL DEĞERLER']"
İNTEMA İNŞAAT VE TESİSAT MALZEMELERİ YATIRIM VE PAZARLAMA A.Ş.,"['INTEM', 'İNTEMA İNŞAAT', 'İNTEMA']"
İPEK DOĞAL ENERJİ KAYNAKLARI ARAŞTIRMA VE ÜRETİM A.Ş.,"['IPEKE', 'İPEK DOĞAL ENERJİ']"
İSKENDERUN DEMİR VE ÇELİK A.Ş.,"['ISDMR', 'İSKENDERUN DEMİR ÇELİK']"
İSTANBUL FAKTORİNG A.Ş.,"['ISTFK', 'İSTANBUL FAKTORİNG']"
İŞ FAKTORİNG A.Ş.,"['ISFAK', 'İŞ FAKTORİNG']"
İŞ FİNANSAL KİRALAMA A.Ş.,"['ISFIN', 'İŞ FİNANSAL KİRALAMA']"
İŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,"['ISGYO', 'İŞ GAYRİMENKUL']"
İŞ GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,"['ISGSY', 'İŞ GİRİŞİM SERMAYESİ']"
İŞ YATIRIM MENKUL DEĞERLER A.Ş.,"['ISME', 'IYM', 'İŞ YATIRIM MENKUL DEĞERLER']"
İŞ YATIRIM ORTAKLIĞI A.Ş.,"['ISYAT', 'İŞ YATIRIM ORTAKLIĞI']"
İŞBİR HOLDİNG A.Ş.,"['ISBIR', 'İŞBİR HOLDİNG']"
İŞBİR SENTETİK DOKUMA SANAYİ A.Ş.,"['ISSEN', 'İŞBİR SENTETİK']"
İZ YATIRIM HOLDİNG A.Ş.,"['IZINV', 'İZ YATIRIM HOLDİNG']"
İZDEMİR ENERJİ ELEKTRİK ÜRETİM A.Ş.,"['IZENR', 'İZDEMİR ENERJİ']"
İZMİR DEMİR ÇELİK SANAYİ A.Ş.,"['IZMDC', 'İZMİR DEMİR ÇELİK']"
İZMİR FIRÇA SANAYİ VE TİCARET A.Ş.,"['IZFAS', 'İZMİR FIRÇA']"
JANTSA JANT SANAYİ VE TİCARET A.Ş.,"['JANTS', 'JANTSA JANT']"
KAFEİN YAZILIM HİZMETLERİ TİCARET A.Ş.,"['KFEIN', 'KAFEİN YAZILIM']"
KALEKİM KİMYEVİ MADDELER SANAYİ VE TİCARET A.Ş.,"['KLKIM', 'KALEKİM']"
KALESERAMİK ÇANAKKALE KALEBODUR SERAMİK SANAYİ A.Ş.,"['KLSER', 'KALESERAMİK']"
KALKINMA YATIRIM VARLIK KİRALAMA A.Ş.,"['KLVKS', 'KALKINMA YATIRIM']"
KAP TEST A.Ş.,"['KAPTESTAS00', 'TRAKAPTEST01', 'KAP TEST']"
KAPLAMİN AMBALAJ SANAYİ VE TİCARET A.Ş.,"['KAPLM', 'KAPLAMİN AMBALAJ']"
KARDEMİR KARABÜK DEMİR ÇELİK SANAYİ VE TİCARET A.Ş.,"['KRDM', 'KRDM', 'KRDMD', 'KARDEMİR KARABÜK DEMİR ÇELİK']"
KAREL ELEKTRONİK SANAYİ VE TİCARET A.Ş.,"['KAREL', 'KAREL ELEKTRONİK']"
KARSAN OTOMOTİV SANAYİİ VE TİCARET A.Ş.,"['KARSN', 'KARSAN OTOMOTİV']"
KARSU TEKSTİL SANAYİİ VE TİCARET A.Ş.,"['KRTEK', 'KARSU TEKSTİL']"
KARTAL YENİLENEBİLİR ENERJİ ÜRETİM A.Ş.,"['KARYE', 'KARTAL YENİLENEBİLİR ENERJİ']"
KARTONSAN KARTON SANAYİ VE TİCARET A.Ş.,"['KARTN', 'KARTONSAN KARTON']"
KATILIM VARLIK KİRALAMA A.Ş.,"['KATVK', 'KATILIM VARLIK KİRALAMA']"
KATILIMEVİM TASARRUF FİNANSMAN A.Ş.,"['KTLEV', 'KATILIMEVİM']"
KATMERCİLER ARAÇ ÜSTÜ EKİPMAN SANAYİ VE TİCARET A.Ş.,"['KATMR', 'KATMERCİLER ARAÇ ÜSTÜ EKİPMAN']"
KAYSERİ ŞEKER FABRİKASI A.Ş.,"['KAYSE', 'KAYSERİ ŞEKER']"
KENT FİNANS FAKTORİNG A.Ş.,"['KNTFA', 'KENT FİNANS FAKTORİNG']"
KENT GIDA MADDELERİ SANAYİİ VE TİCARET A.Ş.,"['KENT', 'KENT GIDA']"
KEREVİTAŞ GIDA SANAYİ VE TİCARET A.Ş.,"['KERVT', 'KEREVİTAŞ GIDA']"
KERVAN GIDA SANAYİ VE TİCARET A.Ş.,"['KRVGD', 'KERVAN GIDA']"
KERVANSARAY YATIRIM HOLDİNG A.Ş.,"['KERVN', 'KERVANSARAY YATIRIM HOLDİNG']"
KIZILBÜK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,"['KZBGY', 'KIZILBÜK GAYRİMENKUL']"
KİLER GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,"['KLGYO', 'KİLER GAYRİMENKUL']"
KİLER HOLDİNG A.Ş.,"['KLRHO', 'KİLER HOLDİNG']"
KİMTEKS POLİÜRETAN SANAYİ VE TİCARET A.Ş.,"['KMPUR', 'KİMTEKS POLİÜRETAN']"
KLİMASAN KLİMA SANAYİ VE TİCARET A.Ş.,"['KLMSN', 'KLİMASAN KLİMA']"
KOCAER ÇELİK SANAYİ VE TİCARET A.Ş.,"['KCAER', 'KOCAER ÇELİK']"
KOÇ FIAT KREDİ FİNANSMAN A.Ş.,"['KFKTF', 'KOÇ FIAT KREDİ FİNANSMAN']"
KOÇ FİNANSMAN A.Ş.,"['KOCFN', 'KOÇ FİNANSMAN']"
KOÇ HOLDİNG A.Ş.,"['KCHOL', 'KOÇ HOLDİNG']"
KOÇ METALURJİ A.Ş.,"['KOCMT', 'KOÇ METALURJİ']"
KOÇ SİSTEM BİLGİ VE İLETİŞİM HİZMETLERİ A.Ş.,"['KCSIS', 'KOÇ SİSTEM']"
KOLEKSİYON MOBİLYA SANAYİ A.Ş.,"['KLSYN', 'KOLEKSİYON MOBİLYA']"
KONFRUT GIDA SANAYİ VE TİCARET A.Ş.,"['KNFRT', 'KONFRUT GIDA']"
KONTROLMATİK TEKNOLOJİ ENERJİ VE MÜHENDİSLİK A.Ş.,"['KONTR', 'KONTROLMATİK']"
KONYA ÇİMENTO SANAYİİ A.Ş.,"['KONYA', 'KONYA ÇİMENTO']"
KONYA KAĞIT SANAYİ VE TİCARET A.Ş.,"['KONKA', 'KONYA KAĞIT']"
KORAY GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,"['KGYO', 'KORAY GAYRİMENKUL']"
KORDSA TEKNİK TEKSTİL A.Ş.,"['KORDS', 'KORDSA TEKNİK TEKSTİL']"
KOROPLAST TEMİZLİK AMBALAJ ÜRÜNLERİ SANAYİ VE DIŞ TİCARET A.Ş.,"['KRPLS', 'KOROPLAST']"
KORTEKS MENSUCAT SANAYİ VE TİCARET A.Ş.,"['KORTS', 'KORTEKS MENSUCAT']"
KOTON MAĞAZACILIK TEKSTİL SANAYİ VE TİCARET A.Ş.,"['KOTON']"
KOZA ALTIN İŞLETMELERİ A.Ş.,"['KOZAL', 'KOZA ALTIN']"
KOZA ANADOLU METAL MADENCİLİK İŞLETMELERİ A.Ş.,"['KOZAA', 'KOZA ANADOLU METAL MADENCİLİK']"
KOZA POLYESTER SANAYİ VE TİCARET A.Ş.,"['KOPOL', 'KOZA POLYESTER']"
KÖRFEZ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,"['KRGYO', 'KÖRFEZ GAYRİMENKUL']"
KRİSTAL KOLA VE MEŞRUBAT SANAYİ TİCARET A.Ş.,"['KRSTL', 'KRİSTAL KOLA']"
KRON TEKNOLOJİ A.Ş.,"['KRONT', 'KRON TEKNOLOJİ']"
KT KİRA SERTİFİKALARI VARLIK KİRALAMA A.Ş.,"['KTKVK', 'KT KİRA SERTİFİKALARI VARLIK KİRALAMA']"
KUŞTUR KUŞADASI TURİZM ENDÜSTRİSİ A.Ş.,"['KSTUR', 'KUŞTUR KUŞADASI TURİZM']"
KUVVA GIDA TİCARET VE SANAYİ YATIRIMLARI A.Ş.,"['KUVVA', 'KUVVA GIDA']"
KUYAŞ YATIRIM A.Ş.,"['KUYAS', 'KUYAŞ YATIRIM']"
KUZEY BORU A.Ş.,"['KBORU', 'KUZEY BORU']"
KUZUGRUP GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,"['KZGYO', 'KUZUGRUP GAYRİMENKUL']"
KÜTAHYA PORSELEN SANAYİ A.Ş.,"['KUTPO', 'KÜTAHYA PORSELEN']"
KÜTAHYA ŞEKER FABRİKASI A.Ş.,"['KTSKR', 'KÜTAHYA ŞEKER']"
LDR TURİZM A.Ş.,"['LIDER', 'LDR TURİZM', 'LİDER TURİZM']"
LİDER FAKTORİNG A.Ş.,"['LIDFA', 'LİDER FAKTORİNG']"
LİLA KAĞIT SANAYİ VE TİCARET A.Ş.,"['LILAK', 'LİLA KAĞIT']"
LİMAK DOĞU ANADOLU ÇİMENTO SANAYİ VE TİCARET A.Ş.,"['LMKDC', 'LİMAK ÇİMENTO']"
LİNK BİLGİSAYAR SİSTEMLERİ YAZILIMI VE DONANIMI SANAYİ VE TİCARET A.Ş.,"['LINK', 'LİNK BİLGİSAYAR']"
LOGO YAZILIM SANAYİ VE TİCARET A.Ş.,"['LOGO', 'LOGO YAZILIM']"
LOKMAN HEKİM ENGÜRÜSAĞ SAĞLIK TURİZM EĞİTİM HİZMETLERİ VE İNŞAAT TAAHHÜT A.Ş.,"['LKMNH', 'LOKMAN HEKİM SAĞLIK']"
LORAS HOLDİNG A.Ş.,"['LRSHO', 'LORAS HOLDİNG']"
LÜKS KADİFE TİCARET VE SANAYİİ A.Ş.,"['LUKSK', 'LÜKS KADİFE']"
MACKOLİK İNTERNET HİZMETLERİ TİCARET A.Ş.,"['MACKO', 'MAÇKOLİK']"
MAKİM MAKİNA TEKNOLOJİLERİ SANAYİ VE TİCARET A.Ş.,"['MAKIM', 'MAKİM MAKİNA']"
MAKİNA TAKIM ENDÜSTRİSİ A.Ş.,"['MAKTK', 'MAKİNA TAKIM']"
MANAS ENERJİ YÖNETİMİ SANAYİ VE TİCARET A.Ş.,"['MANAS', 'MANAS ENERJİ']"
MARBAŞ MENKUL DEĞERLER A.Ş.,"['MRBA', 'MRS', 'MARBAŞ MENKUL DEĞERLER']"
MARGÜN ENERJİ ÜRETİM SANAYİ VE TİCARET A.Ş.,"['MAGEN', 'MARGÜN ENERJİ']"
MARKA MAĞAZACILIK A.Ş.,"['MRMAG', 'MARKA MAĞAZACILIK']"
MARKA YATIRIM HOLDİNG A.Ş.,"['MARKA', 'MARKA YATIRIM HOLDİNG']"
MARMARİS ALTINYUNUS TURİSTİK TESİSLER A.Ş.,"['MAALT', 'MARMARİS ALTINYUNUS TURİSTİK TESİSLER']"
MARSHALL BOYA VE VERNİK SANAYİİ A.Ş.,"['MRSHL', 'MARSHALL BOYA']"
MARTI GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,"['MRGYO', 'MARTI GAYRİMENKUL']"
MARTI OTEL İŞLETMELERİ A.Ş.,"['MARTI', 'MARTI OTEL']"
MATRİKS BİLGİ DAĞITIM HİZMETLERİ A.Ş.,"['MTRKS', 'MATRİKS BİLGİ']"
MAVİ GİYİM SANAYİ VE TİCARET A.Ş.,"['MAVI', 'MAVİ GİYİM']"
MAZHAR ZORLU HOLDİNG A.Ş.,"['MZHLD', 'MAZHAR ZORLU HOLDİNG', 'ZORLU HOLDİNG']"
MEDİTERA TIBBİ MALZEME SANAYİ VE TİCARET A.Ş.,"['MEDTR', 'MEDİTERA TIBBİ MALZEME']"
MEGA METAL SANAYİ VE TİCARET A.Ş.,"['MEGMT', 'MEGA METAL']"
MEGA POLİETİLEN KÖPÜK SANAYİ VE TİCARET A.Ş.,"['MEGAP', 'MEGA POLİETİLEN KÖPÜK']"
MEKA BETON SANTRALLERİ İMALAT SANAYİ VE TİCARET A.Ş.,"['MEKAG', 'MEKA BETON']"
MEKSA YATIRIM MENKUL DEĞERLER A.Ş.,"['MEKM', 'MSA', 'MEKSA YATIRIM MENKUL DEĞERLER']"
MENDERES TEKSTİL SANAYİ VE TİCARET A.Ş.,"['MNDRS', 'MENDERES TEKSTİL']"
MEPET METRO PETROL VE TESİSLERİ SANAYİ TİCARET A.Ş.,"['MEPET', 'MEPET METRO PETROL']"
MERCAN KİMYA SANAYİ VE TİCARET A.Ş.,"['MERCN', 'MERCAN KİMYA']"
MERCEDES BENZ KAMYON FİNANSMAN A.Ş.,"['MRBKF', 'MERCEDES BENZ KAMYON FİNANSMAN']"
MERCEDES-BENZ FİNANSMAN TÜRK A.Ş.,"['MBFTR', 'MERCEDES-BENZ FİNANSMAN TÜRK']"
MERİT TURİZM YATIRIM VE İŞLETME A.Ş.,"['MERIT', 'MERİT TURİZM']"
MERKO GIDA SANAYİ VE TİCARET A.Ş.,"['MERKO', 'MERKO GIDA']"
METEMTUR YATIRIM ENERJİ TURİZM VE İNŞAAT A.Ş.,"['METUR', 'METEMTUR YATIRIM']"
METRO TİCARİ VE MALİ YATIRIMLAR HOLDİNG A.Ş.,"['METRO', 'METRO TİCARİ VE MALİ YATIRIMLAR HOLDİNG']"
METRO YATIRIM ORTAKLIĞI A.Ş.,"['MTRYO', 'METRO YATIRIM ORTAKLIĞI']"
MHR GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,"['MHRGY', 'MHR GAYRİMENKUL']"
MİA TEKNOLOJİ A.Ş.,"['MIATK', 'MİA TEKNOLOJİ']"
MİGROS TİCARET A.Ş.,"['MGROS', 'MİGROS']"
MİLPA TİCARİ VE SINAİ ÜRÜNLER PAZARLAMA SANAYİ VE TİCARET A.Ş.,"['MIPAZ', 'MİLPA TİCARİ VE SINAİ ÜRÜNLER']"
MİSTRAL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,"['MSGYO', 'MİSTRAL GAYRİMENKUL']"
MLP SAĞLIK HİZMETLERİ A.Ş.,"['MPARK', 'MLP SAĞLIK HİZMETLERİ']"
MMC SANAYİ VE TİCARİ YATIRIMLAR A.Ş.,"['MMCAS', 'MMC SANAYİ VE TİCARİ YATIRIMLAR']"
MOBİLTEL İLETİŞİM HİZMETLERİ SANAYİ VE TİCARET A.Ş.,"['MOBTL', 'MOBİLTEL İLETİŞİM HİZMETLERİ']"
MOGAN ENERJİ YATIRIM HOLDİNG A.Ş.,"['MOGAN', 'MOGAN ENERJİ YATIRIM HOLDİNG']"
MONDİ TURKEY OLUKLU MUKAVVA KAĞIT VE AMBALAJ SANAYİ A.Ş.,"['MNDTR', 'MONDİ TURKEY OLUKLU MUKAVVA KAĞIT VE AMBALAJ']"
NASMED ÖZEL SAĞLIK HİZMETLERİ TİCARET A.Ş.,"['EGEPO', 'NASMED']"
NATUREL YENİLENEBİLİR ENERJİ TİCARET A.Ş.,"['NATEN', 'NATUREL YENİLENEBİLİR ENERJİ']"
NATURELGAZ SANAYİ VE TİCARET A.Ş.,"['NTGAZ', 'NATURELGAZ']"
NET HOLDİNG A.Ş.,"['NTHOL', 'NET HOLDİNG', 'BESİM TİBUK HOLDİNG']"
NETAŞ TELEKOMÜNİKASYON A.Ş.,"['NETAS', 'NETAŞ TELEKOMÜNİKASYON', 'NETAŞ']"
NİĞBAŞ NİĞDE BETON SANAYİ VE TİCARET A.Ş.,"['NIBAS', 'NİĞBAŞ NİĞDE BETON']"
NUH ÇİMENTO SANAYİ A.Ş.,"['NUHCM', 'NUH ÇİMENTO']"
NUROL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,"['NUGYO', 'NUROL GAYRİMENKUL']"
NUROL HOLDİNG A.Ş.,"['NRHOL', 'NUROL HOLDİNG']"
NUROL İNŞAAT VE TİCARET A.Ş.,"['NRLIN', 'NUROL İNŞAAT']"
NUROL VARLIK KİRALAMA A.Ş.,"['NURVK', 'NUROL VARLIK KİRALAMA']"
